id,Problem_tag_1,Problem_tag_2,Problem_tag_3,Problem_tag_4,Solved,Problem Rating
2020B,binary search,math,,,x19343,1200
2020A,bitmasks,brute force,greedy,math,x24263,800
2019B,implementation,math,,,x16115,1200
2019A,brute force,dp,greedy,,x25612,800
2018F3,dp,greedy,math,,x251,3100
2018F2,dp,greedy,math,,x230,3000
2018F1,combinatorics,dp,greedy,math,x270,2900
2.02E+05,binary search,data structures,divide and conquer,dsu,x177,3400
2.02E+04,binary search,data structures,divide and conquer,dsu,x199,3300
2018D,data structures,dp,dsu,greedy,x1911,2200
2018C,brute force,dfs and similar,greedy,sortings,x7728,1700
2018B,binary search,data structures,dp,greedy,x4641,1900
2018A,2-sat,brute force,greedy,implementation,x11618,1600
2014H,data structures,divide and conquer,greedy,hashing,x4531,1900
2014G,brute force,data structures,greedy,implementation,x1583,2200
2014F,dfs and similar,dp,greedy,trees,x4377,2000
2014E,dfs and similar,graphs,shortest paths,,x7012,1800
2014D,brute force,data structures,greedy,sortings,x14337,1400
2014C,binary search,greedy,math,,x24886,1100
2014B,math,,,,x31387,800
2014A,greedy,implementation,,,x42358,800
2013F2,binary search,data structures,trees,,x124,3500
2013F1,binary search,brute force,data structures,dp,x579,2700
2013E,brute force,dp,greedy,math,x3811,2200
2013D,binary search,greedy,,,x6829,1900
2013C,constructive algorithms,interactive,strings,,x13309,1400
2013B,constructive algorithms,greedy,math,,x26313,900
2013A,constructive algorithms,math,,,x29849,800
2011I,*special problem,data structures,divide and conquer,,x17,
2011H,*special problem,graphs,greedy,,x49,
2011G,*special problem,,,,x42,
2011F,*special problem,data structures,greedy,,x120,
2011E,*special problem,greedy,strings,,x167,
2011D,*special problem,,,,,
2011C,*special problem,,,,x364,
2011B,*special problem,,,,x655,
2011A,*special problem,,,,x1087,
2010C2,hashing,string suffix structures,strings,two pointers,x3953,1700
2010C1,brute force,strings,,,x8361,1400
2010B,brute force,implementation,math,,x22668,800
2010A,brute force,implementation,math,,x19362,800
2009G3,data structures,dp,implementation,,x441,2700
2009G2,binary search,data structures,dp,,x1465,2200
2009G1,binary search,data structures,two pointers,,x4501,1900
2009F,bitmasks,data structures,flows,math,x7666,1700
2009E,binary search,math,ternary search,,x15832,1400
2009D,geometry,math,,,x17024,1400
2009C,implementation,math,,,x30275,1100
2009B,brute force,implementation,,,x48582,800
2009A,brute force,math,,,x62583,800
2008H,binary search,brute force,greedy,math,x3280,2100
2008G,binary search,greedy,math,number theory,x6000,1800
2008F,combinatorics,math,number theory,,x14301,1400
2008E,brute force,data structures,dp,greedy,x11840,1500
2008D,dp,dsu,graphs,math,x21595,1100
2008C,binary search,brute force,math,,x33916,800
2008B,brute force,math,strings,,x31288,800
2008A,brute force,constructive algorithms,greedy,math,x39083,800
2007C,math,number theory,,,x14301,1500
2007B,data structures,greedy,,,x23899,900
2007A,greedy,math,number theory,,x24425,800
2006F,brute force,combinatorics,constructive algorithms,graphs,x141,3500
2006E,brute force,data structures,dfs and similar,trees,x261,3100
2006D,data structures,greedy,implementation,math,x812,2600
2006C,data structures,divide and conquer,math,number theory,x1884,2300
2006B,brute force,data structures,dfs and similar,dsu,x3866,1800
2006A,constructive algorithms,dfs and similar,games,graphs,x7937,1700
2.01E+05,data structures,dp,games,greedy,x934,2500
2.01E+04,dp,games,greedy,implementation,x3062,2100
2005D,binary search,brute force,data structures,divide and conquer,x1045,2400
2005C,dp,implementation,strings,,x8015,1800
2005B2,binary search,greedy,math,sortings,x19925,1200
2005B1,greedy,math,sortings,,x22993,1000
2005A,combinatorics,constructive algorithms,greedy,math,x24464,900
2004G,data structures,dp,matrices,,x372,3200
2004F,binary search,brute force,data structures,greedy,x1310,2600
2004E,brute force,games,math,number theory,x4578,2100
2004D,binary search,brute force,data structures,graphs,x12027,1600
2004C,games,greedy,sortings,,x25492,1100
2004B,brute force,greedy,,,x29233,1000
2004A,implementation,math,,,x32354,800
2003F,brute force,data structures,dp,greedy,x602,2800
2.00E+05,brute force,data structures,divide and conquer,dp,x574,2700
2.00E+04,brute force,divide and conquer,dp,greedy,x800,2600
2003D2,dfs and similar,dp,graphs,greedy,x4321,2100
2003D1,greedy,math,,,x12425,1500
2003C,constructive algorithms,greedy,sortings,strings,x20464,1200
2003B,games,greedy,sortings,,x26676,800
2003A,greedy,strings,,,x31405,800
2002H,greedy,,,,x83,3500
2002G,bitmasks,brute force,hashing,meet-in-the-middle,x247,3400
2002F2,brute force,dp,math,number theory,x506,2800
2002F1,brute force,dfs and similar,dp,math,x925,2600
2002E,brute force,data structures,dp,,x2671,2300
2002D2,binary search,data structures,dfs and similar,graphs,x2624,2300
2002D1,brute force,data structures,dfs and similar,graphs,x4668,1900
2002C,brute force,geometry,greedy,math,x16583,1200
2002B,constructive algorithms,games,,,x21233,1000
2002A,constructive algorithms,implementation,math,,x20577,800
2.00E+05,combinatorics,dp,trees,,x253,2900
2.00E+04,combinatorics,dp,math,trees,x1412,2400
2001D,brute force,constructive algorithms,data structures,greedy,x5653,1900
2001C,binary search,brute force,dfs and similar,divide and conquer,x11842,1500
2001B,constructive algorithms,,,,x25351,800
2001A,greedy,implementation,,,x31741,800
2000H,binary search,brute force,data structures,implementation,x1866,2200
2000G,binary search,brute force,graphs,greedy,x2687,2100
2000F,dp,greedy,implementation,math,x6116,1900
2000E,combinatorics,data structures,greedy,math,x14969,1400
2000D,greedy,implementation,two pointers,,x26064,1200
2000C,data structures,strings,,,x28947,1000
2000B,two pointers,,,,x37773,800
2000A,implementation,math,strings,,x41163,800
1999G2,binary search,interactive,ternary search,,x9283,1700
1999G1,binary search,interactive,,,x12613,1500
1999F,combinatorics,math,,,x12386,1500
1999E,dp,implementation,math,,x21509,1300
1999D,greedy,implementation,strings,,x30318,1100
1999C,greedy,implementation,,,x39046,800
1999B,brute force,constructive algorithms,implementation,,x37789,1000
1999A,implementation,math,,,x69871,800
2.00E+05,binary search,brute force,data structures,divide and conquer,x826,2500
2.00E+04,binary search,brute force,data structures,divide and conquer,x2095,2200
1998D,data structures,dp,graphs,greedy,x3759,2100
1998C,binary search,brute force,constructive algorithms,greedy,x6690,1900
1998B,constructive algorithms,math,number theory,,x26369,1000
1998A,constructive algorithms,implementation,math,,x25474,800
1997F,brute force,combinatorics,dp,greedy,x1140,2700
1997E,binary search,brute force,data structures,divide and conquer,x3461,2200
1997D,binary search,dfs and similar,dp,greedy,x14276,1500
1997C,constructive algorithms,data structures,greedy,,x24042,1100
1997B,constructive algorithms,two pointers,,,x22388,1100
1997A,brute force,implementation,strings,,x31714,800
1996G,brute force,data structures,graphs,greedy,,2200
1996F,binary search,greedy,math,,x5620,1900
1996E,combinatorics,data structures,implementation,math,x11245,1600
1996D,binary search,brute force,combinatorics,math,x17926,1500
1996C,dp,greedy,sortings,strings,x25807,1200
1996B,greedy,implementation,,,x35308,800
1996A,binary search,math,ternary search,,x49927,800
2.00E+05,data structures,dp,matrices,two pointers,x344,2900
2.00E+04,2-sat,data structures,dp,matrices,x453,2700
1995D,bitmasks,brute force,dp,strings,x2610,2300
1995C,brute force,constructive algorithms,greedy,implementation,x9489,1800
1995B2,binary search,data structures,greedy,math,x9530,1700
1995B1,binary search,brute force,greedy,sortings,x19737,1100
1995A,brute force,greedy,implementation,math,x25677,800
1994H,combinatorics,constructive algorithms,games,greedy,x732,3500
1994G,bitmasks,brute force,dp,graphs,x1401,2600
1994F,constructive algorithms,dfs and similar,graphs,trees,x1356,2500
1994E,bitmasks,greedy,math,trees,x5007,2000
1994D,constructive algorithms,dsu,graphs,greedy,x6509,1900
1994C,binary search,dp,two pointers,,x12251,1600
1994B,bitmasks,constructive algorithms,greedy,math,x18364,1100
1994A,constructive algorithms,greedy,implementation,,x21344,800
1993F2,chinese remainder theorem,math,number theory,,x489,2800
1993F1,brute force,chinese remainder theorem,constructive algorithms,math,x1097,2400
1993E,bitmasks,constructive algorithms,dp,implementation,x653,2700
1993D,binary search,dp,greedy,,x4125,2200
1993C,implementation,math,,,x15181,1400
1993B,constructive algorithms,greedy,,,x24957,1100
1993A,greedy,implementation,,,x31864,800
1992G,combinatorics,dp,math,,x3604,2000
1992F,brute force,dp,greedy,number theory,x6448,1900
1992E,brute force,constructive algorithms,implementation,math,x10039,1700
1992D,dp,greedy,implementation,,x22560,1200
1992C,constructive algorithms,math,,,x31563,900
1992B,greedy,math,sortings,,x36551,800
1992A,brute force,constructive algorithms,greedy,math,x45873,800
1991I,constructive algorithms,games,graph matchings,greedy,x142,3500
1991H,bitmasks,dp,fft,games,x531,3300
1991G,constructive algorithms,greedy,implementation,,x671,2700
1991F,brute force,greedy,implementation,math,x2592,2200
1991E,constructive algorithms,dfs and similar,games,graphs,x4618,1900
1991D,bitmasks,constructive algorithms,graphs,greedy,x7249,1900
1991C,constructive algorithms,greedy,math,,x16354,1300
1991B,bitmasks,constructive algorithms,greedy,,x17852,1100
1991A,greedy,implementation,,,x23313,800
1990F,brute force,data structures,divide and conquer,dp,x378,2800
1.99E+05,binary search,data structures,dfs and similar,divide and conquer,x979,2600
1.99E+04,binary search,data structures,dfs and similar,interactive,x1044,2500
1990D,bitmasks,brute force,dp,greedy,x7124,1800
1990C,brute force,greedy,math,,x13404,1500
1990B,constructive algorithms,greedy,,,x18652,1200
1990A,brute force,games,greedy,sortings,x25200,900
1989F,dfs and similar,divide and conquer,graphs,,x521,3000
1989E,combinatorics,dp,math,,x2226,2300
1989D,brute force,data structures,dp,greedy,x6545,1900
1989C,greedy,math,,,x20665,1400
1989B,brute force,greedy,strings,,x22001,1200
1989A,implementation,,,,x28008,800
1988F,combinatorics,dp,fft,math,x279,3000
1988E,binary search,brute force,data structures,divide and conquer,x1626,2300
1988D,brute force,dfs and similar,dp,trees,x5492,2000
1988C,bitmasks,constructive algorithms,greedy,,x18853,1300
1988B,greedy,implementation,,,x24983,900
1988A,brute force,greedy,implementation,math,x25425,900
1987H,interactive,,,,x120,3500
1987G2,divide and conquer,dp,trees,,x197,3500
1987G1,divide and conquer,dp,trees,,x301,2900
1987F2,dp,,,,x1153,2600
1987F1,dp,,,,x1245,2500
1987E,brute force,data structures,dfs and similar,dsu,x3730,2000
1987D,dp,games,,,x7942,1800
1987C,dp,greedy,,,x19269,1200
1987B,greedy,,,,x22326,1000
1987A,greedy,math,,,x27479,800
1986G2,brute force,data structures,hashing,math,x1246,2500
1986G1,binary search,brute force,combinatorics,data structures,x1703,2200
1986F,dfs and similar,graphs,trees,,x5327,1900
1986E,greedy,math,number theory,sortings,x9961,1700
1986D,brute force,dp,greedy,implementation,x16754,1400
1986C,data structures,greedy,sortings,,x24591,1100
1986B,brute force,data structures,greedy,sortings,x28620,1000
1986A,brute force,geometry,math,sortings,x44726,800
1985H2,data structures,dfs and similar,dp,dsu,x1684,2200
1985H1,brute force,data structures,dfs and similar,dsu,x6422,1700
1985G,combinatorics,math,number theory,,x10843,1600
1985F,binary search,data structures,,,x17865,1500
1985E,brute force,combinatorics,math,,x22149,1200
1985D,implementation,math,,,x38385,900
1985C,greedy,,,,x36773,1000
1985B,brute force,math,number theory,,x51657,800
1985A,implementation,strings,,,x62823,800
1984H,combinatorics,dp,geometry,,x195,3300
1984G,constructive algorithms,implementation,sortings,,x282,3200
1984F,brute force,dp,math,,x1051,2500
1984E,dp,greedy,trees,,x1615,2400
1984D,brute force,hashing,implementation,math,x3557,2000
1984C2,combinatorics,dp,greedy,math,x8087,1700
1984C1,dp,greedy,math,,x18590,1300
1984B,implementation,math,,,x19835,1100
1984A,constructive algorithms,,,,x22165,800
1983G,bitmasks,brute force,dp,trees,,3000
1983F,binary search,bitmasks,data structures,greedy,x1356,2500
1983E,combinatorics,math,probabilities,,x2249,2300
1983D,constructive algorithms,data structures,divide and conquer,greedy,x9527,1700
1983C,binary search,brute force,greedy,implementation,x13820,1400
1983B,constructive algorithms,greedy,implementation,math,x17549,1200
1983A,constructive algorithms,math,,,x27278,800
1982F,binary search,data structures,sortings,,x1057,2600
1982E,bitmasks,brute force,combinatorics,divide and conquer,x1753,2300
1982D,brute force,data structures,implementation,math,x8329,1700
1982C,binary search,data structures,dp,greedy,x19996,1200
1982B,brute force,implementation,math,number theory,x18537,1200
1982A,greedy,implementation,math,sortings,x26604,800
1981F,data structures,dp,trees,,x307,3000
1981E,data structures,dsu,graphs,greedy,x1042,2600
1981D,constructive algorithms,dfs and similar,graphs,number theory,x1903,2400
1981C,bitmasks,brute force,constructive algorithms,greedy,x5899,1800
1981B,bitmasks,math,,,x15318,1300
1981A,brute force,greedy,math,,x23568,800
1980G,bitmasks,data structures,dfs and similar,graphs,x1463,2300
1980F2,math,sortings,,,x1126,2400
1980F1,data structures,math,sortings,,x4102,1900
1980E,constructive algorithms,data structures,greedy,hashing,x11780,1600
1980D,greedy,implementation,math,number theory,x15963,1400
1980C,constructive algorithms,greedy,,,x20393,1300
1980B,sortings,sortings,,,x36905,800
1980A,math,,,,x44376,800
1979F,brute force,constructive algorithms,graphs,interactive,x393,2900
1979E,binary search,constructive algorithms,data structures,geometry,x1661,2400
1979D,bitmasks,brute force,constructive algorithms,dp,x7280,1800
1979C,binary search,combinatorics,constructive algorithms,number theory,x20698,1200
1979B,bitmasks,greedy,,,x24759,1000
1979A,brute force,greedy,implementation,,x30672,800
1978F,data structures,dfs and similar,dsu,graphs,x1474,2400
1978E,brute force,data structures,dp,greedy,x4248,2000
1978D,data structures,greedy,implementation,math,x12622,1600
1978C,constructive algorithms,data structures,greedy,implementation,x16714,1300
1978B,binary search,greedy,math,ternary search,x24087,800
1978A,constructive algorithms,greedy,sortings,,x27373,800
1977E,constructive algorithms,graphs,interactive,,x813,2600
1977D,bitmasks,brute force,greedy,hashing,x2141,2300
1977C,brute force,data structures,dp,greedy,x7392,1900
1977B,bitmasks,constructive algorithms,greedy,math,x19076,1100
1977A,math,,,,x36845,800
1976F,data structures,dfs and similar,dp,greedy,x707,2800
1976E,combinatorics,data structures,dfs and similar,greedy,x1198,2500
1976D,binary search,combinatorics,data structures,divide and conquer,x5142,2000
